name,content,comments,keywords
,XrUbv0DEbIw,"---
- ! 'PARSEFROMHERE 12:47

  this song...

  this song is so...


  annoying hahaha ENDPARSEFROMHERE'
- PARSEFROMHERE 21:54 red pot leaf ENDPARSEFROMHERE
","---
- bandainamcoholdings
- bandainamco
- Namco
- Bandai
- Japan
- Toy
- Anime
- Gundam
- powerranger
- kamenrider
- BEN10
- Pokemon
- Sunrise
- '00'
- oo
- UC
- unicorn
- Channel
"
,qF37naF3FLI,"---
- PARSEFROMHERE SHUT UP! I WANNA HEAR THE GAME!!! 2:12 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE @TheMustangToGunner1 no from 02:00 through 32:34 was awesome\n
  ENDPARSEFROMHERE""
","---
- Battlefield
- Gameplay
- part
- Part 1
- Let's
- Play
- PC
- Campaign
- Battle
- Field
- Battlefield 3 Campaign
- rydargames
- Battlefield 3 Gameplay
- Let's Play Battlefield 3
- battlefield 3 jet gameplay
- battlefield 3 today
- glitches
- guns
- multiplayer
- EA
- Origin
- Battlelog
- BF3
- Playlist
- Rydar
- Games
"
,pNQCaAykNJU,"---
- ! 'PARSEFROMHERE 1:21 chibi shaoran wtf? o_O

  wait, this anime was made before sakura card captor, right? ENDPARSEFROMHERE'
- PARSEFROMHERE Wtf. 7:37 y is she going in upside down O.o xD ENDPARSEFROMHERE
- PARSEFROMHERE 9:27 FUKING YOUTUBE ADDS!!!!!!!!!!!! ENDPARSEFROMHERE
","---
- anime
- animation
- manga
- fate
- female warriors
- fantasy
- action
- martial arts
- school
- female students
- war
- battles
- Japan
- Japanese
- Media
"
,vWCrbW533xk,"---
- PARSEFROMHERE 1:18 i bet u knocked some ones gold teeth out lol ENDPARSEFROMHERE
","---
- gold
- bronze
- filing
- copper
- metal
- teeth
- cap
- finale
- episode
- special
- saint
- resurrection
- final
- premiere
- clip
- show
- silver
- cash
- for
- microwave
- microonda
- 微波
- magnetron
- micro-ondes
- マイクロ
- микроволновая
- печь
- mikrovågsugn
- explosion
- decompression
- will
- it
- blend
- fire
- bulb
- cell
- phone
- furby
- ipod
- radiation
- tinfoil
- this
- pokemon
- experiment
- roasted
- nuts
- extinguisher
- match
- plasma
- scientific
- mythbusters
- tv
- entertainment
- web
- series
- ideo
- Productions
- jpizzle
- '1122'
"
,Riz6T_kr07s,"---
- ! ""PARSEFROMHERE 0:39-0:41, what the hell was he doing?\n ENDPARSEFROMHERE""
","---
- mw3 fad
- mw3 unlocks
- mw3 prestige guns
- mw3 high rank guns
- mw3 unlock gear
- mw3 presditge advice
- mw3 fad assault rifle
- mw3 fad rifle
- mw3 online mw3 multiplayer
- call
- of
- duty
- veteran
- noob
- pickle9000
- Jay
- Ex
- '23'
"
,UKq2Or6-R5Y,"---
- PARSEFROMHERE 0:24 are you a wizard? ENDPARSEFROMHERE
","---
- Achievement
- Hunter
- Behind
- the
- Scenes
- Floating
- Games
- Magic
- or
- Science
- Rooster
- Teeth
"
,pn1VGytzXus,"---
- PARSEFROMHERE dam 1:49 ENDPARSEFROMHERE
","---
- Big
- Sean
- Def
- Jam
- Rap
- Hip-Hop
- Dance
- Ass
- Remix
- Nicki
- Minaj
- VEVO
"
,sJVQJ4-n_cA,"---
- PARSEFROMHERE 2:29 $MONEY$ Shot!  ENDPARSEFROMHERE
","---
- Nero
- Reaching
- Out
- Mercury
- Electronic
- Nerovevo
"
,spRbS3f0NE4,"---
- PARSEFROMHERE Rihanna really looks pretty at 3:18 :) ENDPARSEFROMHERE
","---
- Take
- Care
- Drake
- Ft
- Rihanna
- fcvenezuela
"
,pbGLTEGzdDE,"---
- PARSEFROMHERE @AyminnrDj tits @ 1:32 xD ENDPARSEFROMHERE
- PARSEFROMHERE 2:21 <3 ENDPARSEFROMHERE
","---
- Inna
- Endless
- spinnintv
- spinninrec
- official music video
- Spinnin
- Rec
"
,SxzUmD-BjBA,"---
- PARSEFROMHERE 14:48 Pony Slaughter XD ENDPARSEFROMHERE
- PARSEFROMHERE I'm a princess LOL! ...at 1:46 ENDPARSEFROMHERE
- PARSEFROMHERE 0:11 ~ I'M FUCKING SCARED, WHAT THE HELL IS THAT THING? A BRONY?!?!?!?!
  ENDPARSEFROMHERE
","---
- minecraft
- lewis
- simon
- xephos
- honeydew
- mine little pony
- my little pony
- Blue
"
,ioNvuXBjupo,"---
- ! ""PARSEFROMHERE 8:42 Franky  Nipple Lights! hahaha\n ENDPARSEFROMHERE""
- PARSEFROMHERE 9:00 Sunny get scared too lol ENDPARSEFROMHERE
- PARSEFROMHERE 8:40 Nipple Lights! What a awesome power! XD ENDPARSEFROMHERE
","---
- One
- Piece
- '525'
- English
- Sub
- kyudaimexonepiece
- Kyudaimex
"
,O6oey4OHpxk,"---
- PARSEFROMHERE the girl at 1:55 is the hottest ENDPARSEFROMHERE
- PARSEFROMHERE Skip intro click 0:10 Enjoy and thump up this :O!! ENDPARSEFROMHERE
","---
- Sean Paul
- She Doesn't Mind
- Beyond the Video
- Atlantic Records
- Duty Paul
- Atlantic
- Videos
"
,QHoBKEbJ5HA,"---
- ! ""PARSEFROMHERE December 24 at 8:00 in the morning a\uFEFF young 14 year old boy
  by the name of Scott Johnson was found dead. Doctors couldn't come up with\uFEFF
  the cause of his death. His mother checked his emails to see if she could figure
  out what happened. Turns out he was still signed into myspace. She found he had
  gone to sleep after he read and didn't repost a chain letter. If you don't repost
  this to six other videos a girl with no face will kill you\uFEFF tonight. Sorry
  don't want to die. ENDPARSEFROMHERE""
","---
- ellen
- The
- Show
- theellenshow
- fun
- funny
- hilarious
- hysterical
- season
- nine
- daytime
- talkshow
- degeneres
- comedy
- laugh
- humor
- The Ellen degeneres Show
- Humour
- Joke
- Television Show
- Sophia
- Grace
- Rosie
- England
- Nicki
- Minaj
- Girls
- tutu
- pink
- Teenage
- Dream
"
,4nn0HH90Yfs,"---
- PARSEFROMHERE 1:33 position 69 ENDPARSEFROMHERE
","---
- Getafe
- Vs
- Barcelona
- 1-0
- Full
- Match
- Highlights
- And
- Goals
- 26-11-2011
- getafe-barcelona
- fc
- 0-1
- barcelona-getafe
- lionel
- messi
- cristiano
- ronaldo
- real
- madrid
- atletico
- 4-1
- King
- Chicharito
- HD
"
,h_E2AhbbwdY,"---
- PARSEFROMHERE 2:33!!! ENDPARSEFROMHERE
","---
- ellen degeneres
- rihanna
- dating
- boyfriend
- interview
- The
- Ellen
- Show
- theellenshow
- fun
- funny
- hilarious
- hysterical
- season
- nine
- daytime
- talkshow
- degeneres
- comedy
- laugh
- humor
- The Ellen degeneres Show
- Humour
- Joke
- Television Show
- her
"
,eod2y94Dphw,"---
- PARSEFROMHERE 0:49 ""Own some more"" ENDPARSEFROMHERE
- PARSEFROMHERE 0:11 - 0:15  , Listening na olimpiadzie z ruskiego ENDPARSEFROMHERE
","---
- Sensational
- 90th
- minute
- winner!
- Inigo
- Martinez
- (Real
- Sociedad)
- Real
- Betis
- '101'
- greatgoals
- Fan
"
,qpVJzUgNWrA,"---
- PARSEFROMHERE YOU STUPID HATERS NEED TO STOP SAYING IT LOKS LIKE MADONNAS STUPID
  VIDEO HUNG UP ITS JUST A LITTLE 1:08 MINUTE K! SO ALL OF U FUCKING HATERS NEED TO
  STOP WE WILL PROTECT MOTHER MONSTER FOR EVER AND EVER! SHE IS THE QUEEN! MADONNA
  COPIED BAD ROMANCE! BECAUSE SHE KNEW IT WAS BETTER THAN HER VIDEOS SO SHE DECIDED
  TO MAKE ONE JUST LIKE BAD ROMANCE! SO SHUT THE FUCK UP U DONT EVEN KNOW WHAT UR
  TALKING ABOUT! K SO SHUT THE FUCK UP U LOSERRRRRRRRSSSSS! ENDPARSEFROMHERE
","---
- Marry the Night
- Exclusive
- Preview
- Trailer
- First Look
- Lady Gaga
- Born This Way
- GLAM
- ERT
"
,2Ccjjt5OihM,"---
- PARSEFROMHERE 2:31 for T.I.'s verse ENDPARSEFROMHERE
","---
- Kid
- Rock
- Angaleena
- Presley
- Care
- TI
- Videos
"
,koEIs-LADS4,"---
- PARSEFROMHERE 3:42 i love when he dose that!! i wanna learn the moves!!  ENDPARSEFROMHERE
","---
- Chris Brown
- AMA
- '2011'
- American Music Awards
- simalves
"
,emGXp-qRrVg,"---
- PARSEFROMHERE Fuck yeah, Bobcat mystery vehicle? 1:02 ENDPARSEFROMHERE
","---
- BF3
- Battlefield 3
- gameplay
- trailer
- fps
- shooter
- DICE
- Frostbite 2
- Back to Karkand
- Gulf of Oman
- Oman
- Battlefield
"
,wrdIZ_A0S9E,"---
- PARSEFROMHERE 0:33 looks like someone needs munchies ENDPARSEFROMHERE
- PARSEFROMHERE 1:03 she ain't got no boobies ENDPARSEFROMHERE
","---
- collegehumor
- ch originals
- animation
- roommate confessions
- the hypocrite
- funny
- food
- roommate
- college
- boost
"
,Paq1dvRGBXQ,"---
- ! 'PARSEFROMHERE skip to 09:40 for thee cutest moment of this part ;D <3 <3 <3


  awwwwww! :P hehee ENDPARSEFROMHERE'
","---
- Iss
- Pyaar
- Ko
- Kya
- Naam
- Doon
- 25th
- November
- '2011'
- PART
- '1'
- maan
- '505'
"
,BqNHBMGrpAI,"---
- PARSEFROMHERE 1:00, whaa.. ENDPARSEFROMHERE
","---
- opena
- iphone
- case
- apple
- bottle opener
- soldierknowsbest
- review
- video
- beer
- Soldier
- Knows
- Best
"
,ysIRDjJYZ4k,"---
- ! 'PARSEFROMHERE 2:43 my favorite super hero of all time

  IAN MAN!!!! ENDPARSEFROMHERE'
- PARSEFROMHERE 2:29 GUNTHER?!?!?! ENDPARSEFROMHERE
- PARSEFROMHERE Lol, Kassem changed his outfit? 4:25 and 4:32 ENDPARSEFROMHERE
","---
- pokemon
- in
- real
- life
- gameboy
- color
- nintendo
- ds
- red
- blue
- yellow
- original
- kassemg
- kassem
- spiderman
- star
- wars
- boba
- fett
- mom
- snailing
- smosh
- anthony
- padilla
- ian
- hecox
- WHY
- ARE
- YOU
- READING
- THESE
- MOTHA-FIRETRUCKIN'
- TAGS?!
"
,kThLSiykiHY,"---
- PARSEFROMHERE 0:42 is my favorite part...""GET UP!!"" ENDPARSEFROMHERE
- ! ""PARSEFROMHERE LOL listen to the ONLY dude or goat laughing at 0:43 \n\nEveryone
  is in shock, & this dude starts laughing LOL ENDPARSEFROMHERE""
","---
- Joe Kapp
- CFL
- Grey Cup
- Angelo Mosca
- Hamilton Tiger-Cats
- BC Lions
- blackknight
- '101066'
"
,dizSDTXWzhQ,"---
- PARSEFROMHERE the moment I saw a guy with blonde hair and four other boys next to
  him, I knew that was 1D. Proud of them! 2:48 ENDPARSEFROMHERE
- PARSEFROMHERE Harry; 3:00 - 3:04 :D ENDPARSEFROMHERE
- PARSEFROMHERE HARRY!!!!!!!  3:00 ENDPARSEFROMHERE
","---
- x factor finalists
- JLS
- one direction
- wishing on a star
- Zayn
- Malik
- TV
"
,3hgFP8p5Suk,"---
- PARSEFROMHERE still loving 3:20 - 3:52 ♥  ENDPARSEFROMHERE
","---
- Drake Take Care
- Drizzy
- Drake
- Officia
"
,W3rx4ZZyxQA,"---
- PARSEFROMHERE 3:13 yeah i feel you, ur boyfriend lame  ENDPARSEFROMHERE
- ! ""PARSEFROMHERE whats the dance at 5:12\n ENDPARSEFROMHERE""
","---
- Justin
- Bieber
- HD
- LMFAO
- ama's
- American
- music
- awards
- Cosas
- De
- Belieber
"
,-B0iU19JdG8,"---
- PARSEFROMHERE angry bird with glasses at 1:18  ENDPARSEFROMHERE
","---
- bbc
- cnn
- Death
- fishing
- water
- amazing
- star
- News
- Fox
- music
- Light
- Media
- Abc
- Nbc
- miracle
- sopel
- lodu
- lód
- śmierć
- rozgwiazda
- ryby
- woda
- fulupup
"
,04_zPlHQRXU,"---
- PARSEFROMHERE @AVVIVable she does look like a doll here.. hehe.. im not really a
  big fan of t-ara but i listened to them sometimes.. the girl at 1:32 is the main
  vocal ( i think) and she's quite hilarious in her own way.. i watched oh my school
  variety program with her in it and she's kinda eccentric. Really different than
  her doll look..  ENDPARSEFROMHERE
- PARSEFROMHERE ;-; i'm sorry, but since I'm really new to t-ara, i don't know how
  to say this, but the girl at 1:32 sort of looks like she's staring at nothing. ._.;;
  sort of like a doll? idk. is that how it always looks? ENDPARSEFROMHERE
","---
- '111125'
- Music
- Bank
- Live
- Performance
- T-ARA
- Cry
- Eun
- Jung
- myluvspaceship
"
,Y_TThB4k0JA,"---
- PARSEFROMHERE 6:28 lol Sunny started late because she was the tossing the flowers
  :D ENDPARSEFROMHERE
- PARSEFROMHERE 5:43 LOL Shingdong xD ENDPARSEFROMHERE
- PARSEFROMHERE I love the sound effect from 0:05-0:09 ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 6:52 ""girls generati----""


  FUUUUUUUUUUUUUUUUUUUUUUU!!!!! ENDPARSEFROMHERE'
","---
- 소녀시대
- Girls' Generation
- GG
- SNSD
- 少女時代
- 태연
- TAEYEON
- 티파니
- TIFFANY
- 써니
- SUNNY
- 서현
- SEOHYUN
- 제시카
- JESSICA
- 유리
- YURI
- 윤아
- YOONA
- 효연
- HYOYEON
- 수영
- SOOYOUNG
- KPOP
- SM
- SMENT
- SMTOWN
- SMENTERTAINMENT
- 에스엠엔터테인먼트
- 에스엠
- 더보이즈
- the boys
- 케이팝
"
,TotbU952HNk,"---
- PARSEFROMHERE 1:56 :D ENDPARSEFROMHERE
","---
- kirko
- bangz
- kirko bangz
- Drank in my cup
- Drank up in my cup
- drink
- drank
- in
- my
- cup
- music video
- new Music
- official video
- new hiphop
"
,CuBdR-BxIDQ,"---
- ! 'PARSEFROMHERE 1:45

  ""We''ve done ANYTHING you can think of.""


  You haven''t had a threesome with me.....Yet. ENDPARSEFROMHERE'
- PARSEFROMHERE 0:16 still moving his head up and down ;D ENDPARSEFROMHERE
","---
- Crash
- Your
- Party
- Karmin
- music
- arcade
- VEVO
- LIFT
- AMA
- amas
- new
- media
- Amy
- Nick
- covers
- youtube
"
,ykeytJRtYjk,"---
- PARSEFROMHERE LOL 0:30 ... ENDPARSEFROMHERE
","---
- ! 'Call Of Duty: Modern Warfare 3'
- top
- (5)
- plays
- of
- the
- week
- whiteboy7thst
- cod
- modern
- wawrfare
- codmw3
- multiplayer
- best
- kill
- kills
- ever
- countdown
- play
- top10
- series
- favorite
- epic
- moments
- sniper
- quad
- multi
- streak
- Mw3
- fail
- lol
- funny
- fails
- pickle9000
- owned
- noob
- yt:quality=high
- ! '&quot;Call'
- Duty&quot;
- ! '&quot;Modern'
- Warfare
- 3&quot;
- PS3
- xbox
- '360'
- xbox360
- X360
- PC
- MPN
- '83747'
- ! '&quot;Infinity'
- Ward&quot;
- Activision
- MW
- three
- White
- Boy
- thst
"
,9eRooYZJL-E,"---
- ! 'PARSEFROMHERE FAIL!!!!! @ 15:12 he states his realization that the ""lack of ACCESS
  to energy"" is NOT TRUE.  Some ""groups"" of people have ACTIVELY AND FORCIBLY SUCKED
  UP AND OUT ALL THE ENERGY PRODUCING RESOURCES, HAVE REGULATED AND LIMITED USE OF
  ENERGY PRODUCING RESOURCES AND CONTROL WHICH GROUPS ""SURVIVE"" AND WHICH ''DIE''!
  Based on THAT alone, the rest of his presentation FAILS for M.E. UNLESS AND UNTIL
  ''HUMANS'' STOP HORDING RESOURCES...THEN AND ONLY THEN WILL LIFE ON EARTH ''THRIVE''!


  M.E.

  MAMA EARTH ENDPARSEFROMHERE'
- ! ""PARSEFROMHERE The Manhattan project was not kept secret. It was infiltrated by
  Soviet spies, a few of whom watched the first nuclear test. \n\n1:35:30 is indeed
  true. The US government did expose people to harmful chemicals and radiation. \n\nVaccine
  stuff is bullshit. ENDPARSEFROMHERE""
","---
- THRIVE
- the
- Movie
- '11'
- full
- length
- new
- world
- order
- federal
- reserve
- Conspiracy Theory (film)
- nyredwhiteandblue
"
,sTF0uiGgp2U,"---
- PARSEFROMHERE 13:00 jesse in like 2 missions you would have gotten a free authority
  machine gun ENDPARSEFROMHERE
- PARSEFROMHERE 0:40 you also missed a card so theres that too ENDPARSEFROMHERE
","---
- rage
- gameplay
- computer
- gaming
- GTX
- '590'
- 1080p
- id
- Bethesda
- commentary
- silly
- apocalypse
- video game
- playthrough
- playthrough part
- omfgcata
"
,OB9s6arwlyQ,"---
- PARSEFROMHERE 11:18 made the vid worth watching lol sick ass blow off valve probably
  was a Srt-4 ENDPARSEFROMHERE
- PARSEFROMHERE 8:23 best moment EVERR!!!! ENDPARSEFROMHERE
- ! 'PARSEFROMHERE @xXLavenderLoveLLXx DUDE I WALKED ON THE SAME PATH AT 9:10 AND
  WE STAYED AT THE SAME HOTEL AS HIM!!!!!!!

  MANDALAY BAY ENDPARSEFROMHERE'
- PARSEFROMHERE 1:39 = Camera Facepalm???? ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 05:39 \nSLY: I got another one, i got another live homie\nMe: I
  god after he meets them he kills them RUN ENDPARSEFROMHERE""
","---
- minecon
- thecreatures
- slyfoxhound
- slyfox
- sly
- xsly
- Fox
- Hound
- Xx
"
,ahX3E1wr8SM,"---
- PARSEFROMHERE ISRAPHEL AT 2:26 !!! ENDPARSEFROMHERE
- PARSEFROMHERE I don't see israphels name @ 2:24 ENDPARSEFROMHERE
- PARSEFROMHERE 2:22 YOU CAN SEE ISRAPHEL'S NAME! ENDPARSEFROMHERE
- PARSEFROMHERE 2:25 on the stairs u can see Israphels name tag see ENDPARSEFROMHERE
","---
- minecraft
- adventure
- mode
- survival
- multiplayer
- yogscast
- beta
- israphel
- notch
- xephos
- honeydew
- lewis
- simon
- old peculier
- daisy duke
- skylord lysander
- airship
- Blue
"
,36lSzUMBJnc,"---
- PARSEFROMHERE 1:00 boom headshot! ENDPARSEFROMHERE
- PARSEFROMHERE 3:50 Pyro trys to light a magazine on fire. ENDPARSEFROMHERE
- PARSEFROMHERE 2:18 GHOSTBUSTERS! ENDPARSEFROMHERE
- PARSEFROMHERE At 0:55 when the bird gets hit. Notice the watcher to the left? :o
  ENDPARSEFROMHERE
","---
- Meet the Medic
- Team Fortress 2
- Medic
- Free to Play
- teamfortress
"
,xH-XEYRLGXU,"---
- PARSEFROMHERE i need the name of that song 00:27 ENDPARSEFROMHERE
","---
- Taleofkingdom
- tale
- of
- kingdoms
- Homiespowerlevelfriday
- HPLF
- slyfoxhound
- xxslyxx
- xxslyfoxhoundxx
- slyfox
- Homiecraft
- minecraft
- Homieknights
- the
- octagontable
- are
- so
- strong
- theirtrololololcan
- move
- mountains
- wowthatsastrongtrolololol
- xsly
- Fox
- Hound
- Xx
"
,8fXvotb9tJ4,"---
- ! ""PARSEFROMHERE thats weird at 5:28\n ENDPARSEFROMHERE""
- PARSEFROMHERE Oh Fuck wheres his toes at 5:28! ENDPARSEFROMHERE
","---
- Assassins
- Creed
- Revelations
- Assassins Creed Revelations
- Assassin's
- Walkthrough
- Gameplay
- Sequence 5
- Part 23
- Part
- '23'
- Playthrough
- Let's
- Play
- Trailer
- Literal
- Official
- Ubisoft
- Ezio
- The
- Media
- Cows
"
,nG52MTEFsUI,"---
- ! 'PARSEFROMHERE My guess for 4:17 is bad alternator, or the connection on your
  battery is loose.


  8:48 No problem if he breaks something, just plywood, duct, and prop him up at the
  altar. ENDPARSEFROMHERE'
- PARSEFROMHERE When Charlies says yes at 5:00 ENDPARSEFROMHERE
","---
- charles
- trippy
- alli
- speed
- ctfxc
- zoey
- marley
- charlestrippy
- internet
- killed
- tv
- television
- cute
- chick
- dogs
- tricks
- we
- the
- kings
- puppy
- adorable
- girls
- are
- weird
- live
- show
- music
- potty
- mouth
- swearing
- 'no'
- swear
- november
- cuss
- bad
- words
- night
- vision
- blair
- witch
- project
- scary
- camera
- bernie
- arena
- concert
- ctfx
"
,Q_NuUsLT720,"---
- PARSEFROMHERE At 15:00 flaming monster in background lol ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 15:28 WTF haahahahahahaha wtf how do u turn a piece of pork into
  a pig???\n ENDPARSEFROMHERE""
","---
- minecraft
- adventure
- mode
- survival
- multiplayer
- yogscast
- beta
- shadow
- israphel
- notch
- xephos
- honeydew
- lewis
- simon
- knight peculier
- verigan
- karpath
- nubescu
- strongman
- bruno
- mr
- banjo
- Blue
"
,dJdIaQtQY4E,"---
- PARSEFROMHERE 13:17 Lewis is in the house I was based in when I played this map
  with some friends XD ENDPARSEFROMHERE
","---
- Minecraft
- Vechs'
- Super
- Hostile
- Canopy
- Carnage
- Custom
- Map
- lewis
- simon
- yogscast
- xephos
- honeydew
- shadow of israphel
- Blue
"
,fFDFsxbGV5Q,"---
- PARSEFROMHERE Skip to 29:00 for electrical awesomeness. ENDPARSEFROMHERE
- ! 'PARSEFROMHERE At the place where Jesse was: 34:14 he was exploring, me, I just
  killed the bandits and was on my way to Fortude. ( I think. Idk. Whatever town has
  the Blue Palace.) So far...I haven''t even followed the main story. I''m part of
  the Imperial Legion and I aven;t even killed the dragon... go me. ENDPARSEFROMHERE'
- PARSEFROMHERE 29:40 is the best moment of this video. XD ENDPARSEFROMHERE
- PARSEFROMHERE 4:30 invisible cup O.o ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 7:02

  Shadow on the wall. Bird or that damn Dragon that Jesse''s horse killed? ENDPARSEFROMHERE'
","---
- Skyrim
- playthrough
- gaming
- part
- video
- game
- Video Game
- Gameplay
- Playthrough Part
- Play
- Mission
- Games
- Xbox
- Ps3
- Playstation
- Xbox360
- PC
- GTX
- '590'
- Nvidia
- elder
- scrolls
- five
- omfgcata
"
,Y7Qk2evomg8,"---
- PARSEFROMHERE 07:41 look at the pig's eyes behind Fumblemore in 360p ENDPARSEFROMHERE
","---
- yogscast
- shadow of israphel
- legend of verigan
- lewis
- simon
- xephos
- honeydew
- special
- child's
- play
- charity
- livestream
- event
- Blue
"
,hY1mQRX1uJs,"---
- PARSEFROMHERE 01:54 Orgasm...? ENDPARSEFROMHERE
- PARSEFROMHERE 25:29 FALCO...PUUUUNCH!!!!!! ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 26:34\nyknow\uFEFF that girl that you think she said it's okay?
  she was saying leave. ENDPARSEFROMHERE""
- PARSEFROMHERE 11:45   that's what she said ENDPARSEFROMHERE
","---
- Deus
- Ex
- revolution
- human
- fps
- 1080p
- GTX590
- playthrough
- commentary
- silly
- game
- playthrough part
- omfgcata
"
,2z6Ep9ZEtWk,"---
- PARSEFROMHERE theres a bloody piston in the back ground at 1:57  ENDPARSEFROMHERE
- PARSEFROMHERE 8:20 crepper shadow!!!!! ENDPARSEFROMHERE
- PARSEFROMHERE 10:17 the ladders are placed in the shape of a person bracing for
  a hit.  ENDPARSEFROMHERE
","---
- minecraft olympics
- Yog-olympics
- yoglympics
- olympic games
- london 2012
- Pig-Rodeo
- Dodgit
- Spleef
- Archery
- Sumo
- minecarts
- cartracing
- racing
- climbing
- davechaos
- Blue
- Xephos
"
,iWNNAumeDAg,"---
- PARSEFROMHERE 10:30 DIABLO 1 ENDPARSEFROMHERE
- ! 'PARSEFROMHERE 10:38 Well it appears that creeper got in Lewis''

  *puts on sunglasses*

  line of fire! YEAHHHHHHHHHHHHHHH! ENDPARSEFROMHERE'
- PARSEFROMHERE @BlueXephos what is that list of items at 2:32 and how can i get that
  list of items? ENDPARSEFROMHERE
","---
- Equivalent
- Exchange
- alchemy
- mod
- lewis
- simon
- xephos
- honeydew
- shadow
- of
- israphel
- is
- returning
- soon
- just
- calm
- down
- Blue
"
,XK4YBaEInB8,"---
- ! 'PARSEFROMHERE 09:09

  "" oh dear ""

  *takes money* ENDPARSEFROMHERE'
- PARSEFROMHERE 8:50.. Theres a fucking mounted machinegun? Your too pre-occupied
  guzzling soda to notice the god damn machinegun!! ENDPARSEFROMHERE
- PARSEFROMHERE You missed the mod during 2:03-3:00 ENDPARSEFROMHERE
- PARSEFROMHERE At 8:51 is that a machine gun?? ENDPARSEFROMHERE
- PARSEFROMHERE 13:13 such an epic move ENDPARSEFROMHERE
- PARSEFROMHERE lol holy shit that magic wand mod sounds beast, i totally just shat
  a brick when i saw one of the ingredients needed to make it at 14:51 ""Pick of Destiny""
  O.O they are gonna kick so much ass Tenacious D style! ENDPARSEFROMHERE
","---
- dead island
- lewis
- yogscast
- plays
- simon
- not
- minecraft
- these
- are
- different
- zombies
- Blue
- Xephos
"
